frame,absrel,sqrel,rmse,rmse_log,delta1,delta2,delta3
1662015392916469760.png,0.294838,2.476985,6.438934,0.966310,0.547023,0.764369,0.808104
1662015392955470592.png,0.284349,2.483504,6.454465,0.981716,0.634548,0.763493,0.804706
1662015392997471488.png,0.272816,2.415415,6.382660,0.971202,0.667002,0.765914,0.810033
1662015393054472704.png,0.270008,2.398642,6.358909,0.964829,0.644710,0.762903,0.811460
1662015393102473728.png,0.282150,2.416423,6.373278,0.989250,0.586526,0.764238,0.814901
1662015393147474688.png,0.280252,2.394355,6.358141,0.991490,0.621623,0.767706,0.817480
1662015393192475648.png,0.275964,2.418022,6.381608,1.000744,0.659778,0.762421,0.811495
1662015393240476672.png,0.288578,2.334725,6.246582,0.960640,0.562613,0.771459,0.822220
1662015393282477568.png,0.289986,2.451780,6.404996,0.993818,0.565578,0.765855,0.815848
1662015393324478464.png,0.274392,2.294429,6.211268,0.950825,0.585907,0.773798,0.826029
1662015393372479488.png,0.263723,2.255847,6.181429,0.936580,0.623629,0.780158,0.831995
1662015393423480576.png,0.266691,2.272809,6.182469,0.937608,0.648634,0.770105,0.823474
1662015393468481536.png,0.267599,2.126443,5.993835,0.885577,0.604542,0.793071,0.845241
1662015393510482432.png,0.260643,2.163579,6.043938,0.903845,0.644904,0.784011,0.836854
1662015393552483328.png,0.249904,2.192255,6.103859,0.908373,0.666933,0.788701,0.830440
1662015393597484288.png,0.256240,2.114239,5.980973,0.848113,0.638813,0.795153,0.838275
1662015393642485248.png,0.239033,2.190343,6.085043,0.878101,0.656770,0.786735,0.827994
1662015393690486272.png,0.245069,2.304569,6.239817,0.912462,0.660889,0.775936,0.814838
1662015393732487168.png,0.244955,2.321732,6.262094,0.923462,0.653383,0.776232,0.815949
1662015393771488000.png,0.249975,2.332166,6.275149,0.912549,0.651211,0.774423,0.814182
1662015393819489024.png,0.247054,2.309342,6.244956,0.904183,0.654544,0.772037,0.814233
1662015393864489984.png,0.240396,2.350292,6.293995,0.933878,0.652238,0.771881,0.811413
1662015393906490880.png,0.240970,2.300623,6.230921,0.898237,0.645591,0.774046,0.815579
1662015393948491776.png,0.243850,2.373547,6.323645,0.927561,0.647667,0.770976,0.811148
1662015393993492736.png,0.248357,2.342104,6.281213,0.910870,0.635660,0.773203,0.813055
1662015394038493696.png,0.255078,2.473052,6.436803,0.967342,0.641641,0.762779,0.803035
1662015394089494784.png,0.255658,2.501919,6.474483,0.980756,0.641337,0.757118,0.798845
1662015394131495680.png,0.258766,2.603088,6.589018,1.017706,0.640367,0.750361,0.790214
1662015394173496576.png,0.257319,2.602398,6.585492,1.015054,0.635736,0.749348,0.791750
1662015394218497536.png,0.251900,2.440599,6.385886,0.952192,0.634955,0.752632,0.801140
1662015394260498432.png,0.258343,2.377532,6.291639,0.938827,0.628689,0.755551,0.810206
1662015394302499328.png,0.255591,2.423929,6.347756,0.972872,0.630230,0.757331,0.808677
1662015394347500288.png,0.262319,2.584156,6.542480,1.045084,0.633344,0.746714,0.789893
1662015394392501248.png,0.277655,2.555988,6.486462,1.018841,0.621787,0.748156,0.798266
1662015394434502144.png,0.275202,2.580488,6.514932,1.036900,0.625590,0.747730,0.792623
1662015394479503104.png,0.280979,2.681860,6.621664,1.068224,0.633057,0.738771,0.780471
1662015394521504000.png,0.283319,2.710549,6.643399,1.070667,0.632982,0.733448,0.776049
1662015394566504960.png,0.275751,2.663051,6.589159,1.065105,0.630507,0.737401,0.779615
1662015394608505856.png,0.280303,2.652866,6.560264,1.024628,0.619871,0.738095,0.781896
1662015394653506816.png,0.293317,2.662899,6.555027,1.034447,0.594997,0.720789,0.784258
1662015394698507776.png,0.285927,2.693934,6.592753,1.047075,0.607191,0.737404,0.778915
1662015394746508800.png,0.291687,2.686106,6.571871,1.073736,0.587361,0.726350,0.785951
1662015394788509696.png,0.278020,2.675294,6.562701,1.075766,0.627735,0.742499,0.780777
1662015394833510656.png,0.274099,2.684254,6.575031,1.074822,0.645178,0.738561,0.778072
1662015394878511616.png,0.281806,2.712111,6.604607,1.103160,0.627545,0.740562,0.780882
1662015394923512576.png,0.288420,2.726588,6.609812,1.122441,0.612427,0.737916,0.778611
1662015394965513472.png,0.279309,2.822933,6.719809,1.154344,0.634785,0.728499,0.766498
1662015395010514432.png,0.281213,2.758232,6.648625,1.147521,0.622983,0.739457,0.775837
1662015395061515520.png,0.279175,2.769656,6.652641,1.145766,0.636807,0.733741,0.773110
1662015395097516288.png,0.282759,2.665014,6.526338,1.105045,0.615866,0.744625,0.780716
1662015395139517184.png,0.276136,2.725275,6.610582,1.138860,0.639308,0.745089,0.778119
1662015395181518080.png,0.271081,2.607077,6.478604,1.085963,0.624246,0.752518,0.789853
1662015395223518976.png,0.274387,2.663267,6.545330,1.110963,0.632274,0.752330,0.786220
1662015395274520064.png,0.283286,2.782170,6.665726,1.152702,0.630080,0.738635,0.773017
1662015395316520960.png,0.279965,2.666732,6.535644,1.104121,0.630656,0.747333,0.780820
1662015395367522048.png,0.283074,2.761196,6.631114,1.125613,0.633113,0.735942,0.769847
1662015395409522944.png,0.286866,2.770332,6.629276,1.129122,0.640525,0.731565,0.765269
1662015395454523904.png,0.285615,2.740938,6.592813,1.106295,0.625211,0.731295,0.767347
1662015395499524864.png,0.281567,2.732682,6.582431,1.091518,0.628446,0.729453,0.765041
1662015395550525952.png,0.294629,2.666162,6.489890,1.070438,0.593025,0.732691,0.773002
1662015395589526784.png,0.294271,2.690265,6.511844,1.099750,0.610984,0.735333,0.772592
1662015395631527680.png,0.300464,2.694404,6.509118,1.121015,0.565535,0.738040,0.777288
1662015395679528704.png,0.305249,2.723695,6.541520,1.105106,0.562787,0.729025,0.770854
1662015395724529664.png,0.298317,2.670456,6.483949,1.100234,0.544544,0.738485,0.781356
1662015395766530560.png,0.313273,2.705695,6.503603,1.118434,0.546805,0.725000,0.780411
1662015395814531584.png,0.304224,2.713506,6.526751,1.124322,0.529948,0.735320,0.775741
1662015395856532480.png,0.284544,2.673484,6.502400,1.137728,0.629245,0.741403,0.781523
1662015395898533376.png,0.287782,2.600110,6.417013,1.111248,0.589162,0.748541,0.786633
1662015395943534336.png,0.287371,2.528093,6.316670,1.062439,0.567912,0.751031,0.791184
1662015395991535360.png,0.294989,2.703208,6.514298,1.142423,0.632684,0.742220,0.775706
1662015396036536320.png,0.284441,2.514858,6.322158,1.079991,0.630108,0.759471,0.796982
1662015396078537216.png,0.280007,2.511456,6.316448,1.051856,0.652257,0.754047,0.788420
1662015396126538240.png,0.279451,2.607268,6.423310,1.112822,0.650815,0.750461,0.784997
1662015396168539136.png,0.277871,2.638633,6.464160,1.141415,0.661247,0.750664,0.785287
1662015396216540160.png,0.282911,2.641730,6.464201,1.133873,0.650051,0.748283,0.783857
1662015396264541184.png,0.273046,2.514292,6.331928,1.090727,0.652589,0.760676,0.796363
1662015396309542144.png,0.271943,2.484699,6.283441,1.063805,0.664507,0.761429,0.795863
1662015396357543168.png,0.271436,2.527459,6.317848,1.075627,0.666814,0.749627,0.789627
1662015396399544064.png,0.264397,2.392892,6.176273,1.040369,0.667952,0.769704,0.808355
1662015396447545088.png,0.270053,2.405285,6.171058,1.053077,0.662995,0.765183,0.804114
1662015396492546048.png,0.261154,2.294326,6.048902,1.014582,0.671708,0.779441,0.817174
1662015396540547072.png,0.255806,2.203746,5.934412,0.983705,0.688700,0.788300,0.823673
1662015396582547968.png,0.254634,2.220755,5.956391,0.993611,0.690592,0.786658,0.820910
1662015396627548928.png,0.246656,2.160775,5.871331,0.962603,0.706154,0.787918,0.822137
1662015396675549952.png,0.242732,2.059492,5.752663,0.932113,0.715642,0.802251,0.839659
1662015396720550912.png,0.234611,1.912474,5.565956,0.856488,0.710657,0.817293,0.853554
1662015396765551872.png,0.235124,1.906797,5.556367,0.861910,0.713672,0.818329,0.854556
1662015396807552768.png,0.239073,1.861629,5.491500,0.852035,0.698573,0.828734,0.861646
1662015396852553728.png,0.225445,1.905710,5.558002,0.888369,0.728078,0.821353,0.854074
1662015396894554624.png,0.222045,1.946190,5.604849,0.908591,0.738356,0.813498,0.848430
1662015396939555584.png,0.224499,1.921720,5.560400,0.907554,0.707340,0.818622,0.851965
1662015396987556608.png,0.222131,1.813794,5.424675,0.861619,0.695774,0.830511,0.864037
1662015397020557312.png,0.226880,1.828533,5.435894,0.871798,0.692104,0.830846,0.863587
1662015397068558336.png,0.223386,1.832817,5.439669,0.875128,0.716017,0.828490,0.860001
1662015397116559360.png,0.222187,1.796321,5.388403,0.867211,0.698546,0.834434,0.865169
1662015397161560320.png,0.223395,1.822354,5.427418,0.894737,0.668493,0.835930,0.865549
1662015397203561216.png,0.220480,1.804262,5.401492,0.879040,0.668662,0.834863,0.867057
1662015397248562176.png,0.218921,1.839839,5.451934,0.892895,0.675809,0.829892,0.862448
1662015397287563008.png,0.218103,1.821564,5.427624,0.886784,0.695533,0.832264,0.861822
1662015397332563968.png,0.213769,1.776470,5.364177,0.864978,0.704847,0.834197,0.863486
1662015397377564928.png,0.212480,1.756931,5.330878,0.858993,0.716614,0.837250,0.863672
1662015397416565760.png,0.209443,1.728704,5.289626,0.844894,0.694059,0.840508,0.866558
1662015397458566656.png,0.199449,1.698932,5.246001,0.828592,0.742058,0.837417,0.863744
1662015397503567616.png,0.205940,1.749044,5.316355,0.858326,0.749216,0.833216,0.860811
1662015397545568512.png,0.201167,1.601385,5.098982,0.786138,0.741972,0.844715,0.874943
1662015397584569344.png,0.203558,1.681868,5.205647,0.826328,0.757672,0.836748,0.863686
1662015397632570368.png,0.196357,1.542415,4.989759,0.758114,0.748899,0.843789,0.874199
1662015397677571328.png,0.203785,1.600678,5.073104,0.811852,0.745854,0.838739,0.870196
1662015397722572288.png,0.196869,1.579628,5.029068,0.779937,0.752363,0.835947,0.865352
1662015397767573248.png,0.203042,1.558423,4.984783,0.769510,0.745734,0.835441,0.868587
1662015397815574272.png,0.197555,1.549416,4.969205,0.775617,0.743538,0.838281,0.868342
1662015397860575232.png,0.199717,1.566690,5.000992,0.798845,0.751064,0.841320,0.870463
1662015397905576192.png,0.196624,1.457103,4.832007,0.733233,0.736871,0.850734,0.881460
1662015397953577216.png,0.197154,1.552350,4.969436,0.810361,0.721878,0.845677,0.874844
1662015397995578112.png,0.201045,1.587553,5.000964,0.821743,0.757053,0.838173,0.868282
1662015398040579072.png,0.199743,1.580119,4.981470,0.849875,0.767689,0.837582,0.869219
1662015398085580032.png,0.197432,1.580803,4.965612,0.825849,0.769536,0.835176,0.865674
1662015398130580992.png,0.190667,1.452040,4.767946,0.768336,0.773770,0.842671,0.877315
1662015398172581888.png,0.187631,1.421931,4.717341,0.783852,0.769394,0.852453,0.883014
1662015398217582848.png,0.190140,1.399395,4.679228,0.752062,0.772544,0.849383,0.879879
1662015398259583744.png,0.194170,1.327880,4.548269,0.725595,0.753896,0.858718,0.890822
1662015398301584640.png,0.192512,1.248611,4.411068,0.697540,0.754930,0.867667,0.902658
1662015398349585664.png,0.191095,1.209893,4.337730,0.674303,0.733916,0.874398,0.906223
1662015398391586560.png,0.196521,1.151385,4.207896,0.669425,0.689619,0.885855,0.916214
1662015398436587520.png,0.198234,1.197646,4.283424,0.709128,0.712238,0.867002,0.909126
1662015398481588480.png,0.205684,1.270379,4.373201,0.737706,0.691563,0.874533,0.900946
1662015398523589376.png,0.208037,1.195670,4.238925,0.717789,0.682610,0.880247,0.911868
1662015398568590336.png,0.207925,1.162174,4.165046,0.687125,0.692864,0.882854,0.913365
1662015398613591296.png,0.197404,1.103085,4.062106,0.683437,0.699922,0.892448,0.917393
1662015398655592192.png,0.194018,1.118639,4.089764,0.695839,0.739178,0.877445,0.914544
1662015398700593152.png,0.203139,1.112565,4.052551,0.712525,0.700415,0.881828,0.918482
1662015398742594048.png,0.202415,1.110381,4.043354,0.718010,0.698449,0.881465,0.918717
1662015398793595136.png,0.206729,1.177256,4.141386,0.745215,0.721399,0.864821,0.907234
1662015398835596032.png,0.197714,1.124150,4.066365,0.740023,0.720955,0.871355,0.913740
1662015398883597056.png,0.210565,1.139407,4.074028,0.736825,0.697917,0.866544,0.913970
1662015398928598016.png,0.201126,1.122373,4.046373,0.717878,0.710172,0.872863,0.911510
1662015398967598848.png,0.186784,1.101451,4.034604,0.712918,0.739715,0.882126,0.911869
1662015399009599744.png,0.189591,1.167632,4.159170,0.737792,0.745380,0.867104,0.904974
1662015399054600704.png,0.187880,1.102135,4.064644,0.707000,0.741675,0.891946,0.913245
1662015399102601728.png,0.196567,1.178203,4.191760,0.736373,0.730487,0.876730,0.902009
1662015399150602752.png,0.202856,1.181137,4.196920,0.730730,0.710886,0.879665,0.903948
1662015399198603776.png,0.193165,1.182098,4.233532,0.752799,0.724171,0.881381,0.905378
1662015399240604672.png,0.202494,1.267787,4.368064,0.753869,0.714980,0.859388,0.893318
1662015399282605568.png,0.196807,1.305512,4.455936,0.787099,0.719463,0.860988,0.897396
1662015399330606592.png,0.201004,1.307281,4.459173,0.807533,0.712557,0.870942,0.897676
1662015399375607552.png,0.207701,1.402696,4.612776,0.851187,0.705056,0.857568,0.889761
1662015399423608576.png,0.193413,1.314336,4.480468,0.821356,0.718200,0.874673,0.898771
1662015399465609472.png,0.196614,1.312308,4.472403,0.830299,0.736713,0.881453,0.898992
1662015399507610368.png,0.190469,1.326092,4.487306,0.840717,0.749931,0.864798,0.896622
1662015399552611328.png,0.192876,1.265366,4.362671,0.819532,0.716963,0.860370,0.903143
1662015399591612160.png,0.186660,1.285190,4.400317,0.818232,0.743680,0.856980,0.899114
1662015399636613120.png,0.182521,1.211084,4.271452,0.789291,0.743675,0.871321,0.906423
1662015399678614016.png,0.179852,1.220622,4.285325,0.808551,0.747399,0.871659,0.907346
1662015399723614976.png,0.173222,1.237192,4.300995,0.832186,0.784391,0.866266,0.901215
1662015399765615872.png,0.177497,1.246274,4.318563,0.809308,0.779961,0.874090,0.901530
1662015399819617024.png,0.166724,1.191477,4.218657,0.827941,0.795359,0.877546,0.906863
1662015399867618048.png,0.183272,1.150483,4.130500,0.802276,0.780284,0.885439,0.913307
1662015399921619200.png,0.175303,1.172624,4.160192,0.810257,0.769630,0.878369,0.910394
1662015399960620032.png,0.169337,1.246523,4.279467,0.847673,0.791596,0.872248,0.898515
1662015400005620992.png,0.186994,1.224681,4.231401,0.813477,0.752829,0.870052,0.902843
1662015400050621952.png,0.169944,1.229640,4.273104,0.799236,0.780009,0.877274,0.899887
1662015400098622976.png,0.175782,1.227834,4.272687,0.832310,0.769913,0.875344,0.902008
1662015400140623872.png,0.173362,1.252693,4.350828,0.850389,0.782996,0.874168,0.900071
1662015400182624768.png,0.180115,1.339207,4.514882,0.880225,0.761051,0.874241,0.894467
1662015400227625728.png,0.239418,1.415754,4.582257,0.880853,0.542177,0.836206,0.891131
1662015400272626688.png,0.221831,1.477486,4.739721,0.904099,0.610028,0.863503,0.884594
1662015400311627520.png,0.203202,1.437459,4.707235,0.896298,0.707234,0.863890,0.887786
1662015400353628416.png,0.206305,1.461780,4.749118,0.927765,0.689846,0.870476,0.888138
1662015400404629504.png,0.209122,1.429454,4.664776,0.942024,0.668018,0.871860,0.892490
1662015400446630400.png,0.208028,1.461295,4.729140,0.947931,0.759117,0.864556,0.887128
1662015400488631296.png,0.187870,1.482389,4.794733,0.929723,0.832429,0.858022,0.879123
1662015400530632192.png,0.191960,1.534258,4.898713,0.942545,0.822322,0.854807,0.877020
1662015400575633152.png,0.187096,1.638624,5.102921,0.979995,0.827998,0.852060,0.872060
1662015400617634048.png,0.180491,1.631885,5.107993,0.986760,0.830780,0.856409,0.872534
1662015400665635072.png,0.187814,1.585126,5.022570,1.008071,0.834003,0.862557,0.876456
1662015400710636032.png,0.164143,1.437410,4.785706,0.946241,0.849720,0.874539,0.887507
1662015400752636928.png,0.166424,1.312746,4.569639,0.926343,0.836880,0.889764,0.902518
1662015311059723520.png,0.188538,0.988432,4.022532,0.539567,0.771412,0.879479,0.896578
1662015311101724416.png,0.207169,1.026124,4.069270,0.581442,0.706863,0.878506,0.895814
1662015311146725376.png,0.214564,1.174725,4.417366,0.611118,0.730357,0.859268,0.877185
1662015311203726592.png,0.222460,1.211566,4.481657,0.597445,0.698343,0.850159,0.874370
1662015311248727552.png,0.223445,1.292333,4.634360,0.635412,0.696882,0.847196,0.867513
1662015311293728512.png,0.291772,1.424476,4.696090,0.640193,0.277627,0.818760,0.860189
1662015311335729408.png,0.220520,1.217628,4.459313,0.579626,0.676546,0.845065,0.865632
1662015311377730304.png,0.203730,1.194310,4.412220,0.553627,0.687702,0.840385,0.864164
1662015311422731264.png,0.297425,1.363635,4.542605,0.593527,0.242389,0.808970,0.862011
1662015311464732160.png,0.260099,1.296394,4.495089,0.593503,0.466517,0.834856,0.867153
1662015311506733056.png,0.253888,1.311418,4.525156,0.593044,0.548524,0.825080,0.866858
1662015311548733952.png,0.255702,1.360191,4.584092,0.626493,0.488648,0.798949,0.865466
1662015311590734848.png,0.217463,1.262142,4.507290,0.616946,0.648284,0.845623,0.874872
1662015311635735808.png,0.193510,1.106495,4.222418,0.530588,0.687087,0.852974,0.884250
1662015311677736704.png,0.240736,1.323380,4.581719,0.628882,0.501090,0.845804,0.876677
1662015311719737600.png,0.238287,1.255255,4.446653,0.616391,0.625876,0.850343,0.884197
1662015311761738496.png,0.209760,1.197234,4.364828,0.588853,0.699305,0.848623,0.883566
1662015311809739520.png,0.211640,1.197925,4.375947,0.585824,0.688238,0.855915,0.886111
1662015311857740544.png,0.181043,1.118839,4.267336,0.577555,0.775561,0.857351,0.892877
1662015311902741504.png,0.193106,1.176772,4.368312,0.604642,0.770921,0.853887,0.888445
1662015311944742400.png,0.238318,1.188754,4.301791,0.594888,0.536851,0.814298,0.892957
1662015311986743296.png,0.239677,1.168439,4.260466,0.571648,0.473749,0.850336,0.896505
1662015312031744256.png,0.232161,1.254713,4.435243,0.630114,0.538252,0.846773,0.885953
1662015312076745216.png,0.220881,1.268758,4.481091,0.641539,0.620772,0.844908,0.885813
1662015312130746368.png,0.226456,1.236637,4.401685,0.624779,0.598500,0.829450,0.891403
1662015312169747200.png,0.246475,1.271938,4.453648,0.635336,0.531671,0.844628,0.889009
1662015312208748032.png,0.270609,1.316661,4.486433,0.646307,0.423602,0.794525,0.888764
1662015312253748992.png,0.235195,1.333653,4.601250,0.651042,0.624906,0.835868,0.879079
1662015312295749888.png,0.231114,1.400589,4.737803,0.671451,0.638020,0.832430,0.874015
1662015312340750848.png,0.194979,1.392316,4.772461,0.696459,0.767873,0.829749,0.875909
1662015312379751680.png,0.187617,1.480004,4.927277,0.746308,0.778820,0.823253,0.863779
1662015312424752640.png,0.204907,1.591997,5.092270,0.789980,0.764314,0.812769,0.853603
1662015312463753472.png,0.207898,1.552265,5.020141,0.774926,0.761394,0.817988,0.860407
1662015312508754432.png,0.216304,1.585005,5.064647,0.817050,0.742084,0.816955,0.863624
1662015312550755328.png,0.249653,1.591434,5.014750,0.762999,0.611965,0.810210,0.860099
1662015312592756224.png,0.218702,1.557451,4.993337,0.763686,0.711527,0.807100,0.862182
1662015312631757056.png,0.223391,1.542176,4.944340,0.740824,0.683552,0.813516,0.862994
1662015312679758080.png,0.230048,1.585179,4.995560,0.763321,0.668192,0.808322,0.858756
1662015312724759040.png,0.216337,1.597081,5.031191,0.768499,0.699035,0.805028,0.855356
1662015312766759936.png,0.212283,1.690991,5.198991,0.821904,0.677332,0.799691,0.845747
1662015312811760896.png,0.213767,1.762129,5.292418,0.838068,0.679902,0.785569,0.835179
1662015312856761856.png,0.213401,1.797411,5.344584,0.860298,0.697952,0.787103,0.831621
1662015312901762816.png,0.217325,1.831358,5.393932,0.827030,0.699919,0.773909,0.819020
1662015312943763712.png,0.215892,1.823488,5.385020,0.823560,0.700753,0.775803,0.820569
1662015312985764608.png,0.232749,1.894825,5.463565,0.833281,0.667201,0.765272,0.816983
1662015313027765504.png,0.234704,1.924029,5.525100,0.819986,0.669390,0.760938,0.812025
1662015313075766528.png,0.232189,1.863698,5.465668,0.788948,0.658847,0.774568,0.821269
1662015313117767424.png,0.246496,1.968409,5.606740,0.808682,0.646454,0.758591,0.810920
1662015313159768320.png,0.241092,2.008152,5.655770,0.806474,0.649317,0.750892,0.803521
1662015313201769216.png,0.245535,2.073395,5.748484,0.824158,0.657110,0.743573,0.799255
1662015313240770048.png,0.253294,2.016973,5.678348,0.782854,0.644694,0.742824,0.803445
1662015313282770944.png,0.255238,2.130330,5.856716,0.835264,0.644243,0.725959,0.793513
1662015313327771904.png,0.277931,2.185784,5.941874,0.844682,0.619922,0.727423,0.793920
1662015313369772800.png,0.292350,2.265791,6.024951,0.876791,0.546747,0.724194,0.790476
1662015313411773696.png,0.289919,2.272255,6.046216,0.879726,0.565385,0.726156,0.794618
1662015313456774656.png,0.281089,2.273882,6.044829,0.908175,0.572919,0.726330,0.790223
1662015313498775552.png,0.277781,2.120372,5.870421,0.842371,0.562825,0.757812,0.816251
1662015313540776448.png,0.273797,2.196468,5.972520,0.862106,0.595957,0.744070,0.806324
1662015313591777536.png,0.267938,2.135439,5.891837,0.822258,0.614680,0.748483,0.812441
1662015313630778368.png,0.270108,2.161325,5.898739,0.858558,0.640728,0.746982,0.806338
1662015313672779264.png,0.265130,2.175530,5.922873,0.884549,0.660787,0.744075,0.807925
1662015313717780224.png,0.268053,2.300965,6.083187,0.910602,0.652459,0.734182,0.795946
1662015313756781056.png,0.274283,2.408567,6.221366,0.955799,0.644695,0.726919,0.787446
1662015313801782016.png,0.279439,2.497610,6.331816,0.967281,0.637694,0.714846,0.777294
1662015313843782912.png,0.283463,2.458568,6.289671,0.969596,0.627295,0.727407,0.790456
1662015313885783808.png,0.296405,2.672701,6.493591,1.027817,0.621159,0.691001,0.755463
1662015313927784704.png,0.293577,2.645945,6.463136,1.008751,0.625883,0.693696,0.757228
1662015313972785664.png,0.292754,2.646207,6.457753,1.032434,0.624248,0.696661,0.759610
1662015314014786560.png,0.303585,2.803285,6.627115,1.053907,0.588501,0.678278,0.742110
1662015314056787456.png,0.301712,2.728312,6.539601,1.040782,0.587544,0.684899,0.750060
1662015314101788416.png,0.314918,2.820387,6.661627,1.071517,0.565214,0.680516,0.747063
1662015314143789312.png,0.330520,3.105587,6.934846,1.152127,0.552377,0.633881,0.708770
1662015314185790208.png,0.327898,2.970371,6.787806,1.114957,0.529971,0.653136,0.727777
1662015314227791104.png,0.338859,3.088507,6.895627,1.109271,0.530165,0.630459,0.709337
1662015314272792064.png,0.352788,3.288564,7.077680,1.194751,0.519545,0.609116,0.690927
1662015314317793024.png,0.341717,3.142660,6.952614,1.161345,0.509916,0.633192,0.714012
1662015314362793984.png,0.338183,3.017153,6.816562,1.115730,0.519715,0.642177,0.723529
1662015314413795072.png,0.333424,3.064047,6.893306,1.139878,0.552984,0.651682,0.721818
1662015314455795968.png,0.341600,3.091177,6.937913,1.134815,0.532053,0.651681,0.722714
1662015314497796864.png,0.331997,3.054783,6.895865,1.175729,0.546893,0.661472,0.731438
1662015314539797760.png,0.343622,2.941115,6.748712,1.127128,0.491060,0.666493,0.741236
1662015314581798656.png,0.330918,2.827724,6.623553,1.113328,0.556104,0.682781,0.756241
1662015314626799616.png,0.332653,2.918455,6.724468,1.179357,0.530545,0.682630,0.750437
1662015314668800512.png,0.339971,2.998749,6.812047,1.198418,0.535823,0.681941,0.747371
1662015314716801536.png,0.327600,2.920305,6.743399,1.189282,0.563015,0.696139,0.755209
1662015314761802496.png,0.323268,2.857473,6.662840,1.155906,0.532217,0.704074,0.758799
1662015314803803392.png,0.328416,2.864351,6.657023,1.164768,0.522947,0.700792,0.761139
1662015314848804352.png,0.330033,2.711226,6.467073,1.123209,0.395624,0.720084,0.782727
1662015314896805376.png,0.317004,2.638501,6.379839,1.130158,0.498757,0.721433,0.779305
1662015314938806272.png,0.302694,2.349490,6.032521,1.059185,0.494788,0.751644,0.812638
1662015314980807168.png,0.304076,2.416945,6.124979,1.103726,0.494269,0.756298,0.806973
1662015315028808192.png,0.291894,2.186456,5.828306,1.038245,0.525076,0.775118,0.828944
1662015315073809152.png,0.280320,2.168826,5.814255,1.054771,0.590365,0.786277,0.827848
1662015315115810048.png,0.270199,1.930693,5.461434,0.975330,0.619607,0.804355,0.845954
1662015315154810880.png,0.273131,1.723543,5.159537,0.889040,0.475061,0.832440,0.876713
1662015315199811840.png,0.255401,1.643767,5.040549,0.893433,0.557162,0.839245,0.879356
1662015315238812672.png,0.244797,1.536869,4.878850,0.849989,0.625493,0.850644,0.889681
1662015315280813568.png,0.243445,1.508081,4.822923,0.876916,0.662415,0.860290,0.891579
1662015315328814592.png,0.248556,1.405792,4.636730,0.816598,0.575797,0.869398,0.907006
1662015315379815680.png,0.223554,1.420003,4.686264,0.854959,0.717486,0.876486,0.898844
1662015315427816704.png,0.221292,1.338659,4.537237,0.827866,0.717863,0.884523,0.908229
1662015315475817728.png,0.210094,1.316561,4.503565,0.829741,0.770593,0.882686,0.904520
1662015315532818944.png,0.201508,1.258870,4.427725,0.791900,0.793227,0.890739,0.908441
1662015315577819904.png,0.201407,1.178202,4.278852,0.733249,0.807268,0.897589,0.914959
1662015315619820800.png,0.196191,1.047889,4.002227,0.659831,0.801793,0.905379,0.922670
1662015315670821888.png,0.185616,0.884827,3.649286,0.581132,0.842094,0.914951,0.939021
1662015315721822976.png,0.180422,0.837667,3.504637,0.582447,0.839500,0.921132,0.942208
1662015315766823936.png,0.183767,0.766808,3.288176,0.545050,0.795984,0.926366,0.948384
1662015315814824960.png,0.163605,0.666464,3.073711,0.529658,0.879483,0.938096,0.954711
1662015315859825920.png,0.175921,0.647841,2.974211,0.523770,0.867217,0.944661,0.959457
1662015315904826880.png,0.167807,0.616033,2.904576,0.512506,0.894852,0.948828,0.960315
1662015315949827840.png,0.159463,0.527625,2.671528,0.453632,0.883500,0.957274,0.966377
1662015315991828736.png,0.169616,0.542407,2.670958,0.460871,0.799345,0.959156,0.969241
1662015316033829632.png,0.145578,0.443528,2.423328,0.424733,0.856588,0.966379,0.975130
1662015316078830592.png,0.139246,0.419104,2.344182,0.408043,0.899814,0.967234,0.974281
1662015316126831616.png,0.127751,0.411588,2.333821,0.421371,0.931885,0.964989,0.971679
1662015316174832640.png,0.122656,0.387585,2.265033,0.422324,0.928107,0.967482,0.974128
1662015316219833600.png,0.114859,0.430442,2.403702,0.462783,0.934882,0.959820,0.965707
1662015316270834688.png,0.111499,0.407564,2.346560,0.451183,0.934142,0.960587,0.967884
1662015316315835648.png,0.109608,0.395336,2.314752,0.438600,0.931082,0.963054,0.969829
1662015316366836736.png,0.128299,0.414882,2.329438,0.430287,0.925821,0.963786,0.969725
1662015316414837760.png,0.104778,0.401990,2.346818,0.440388,0.932818,0.961744,0.967602
1662015316462838784.png,0.102195,0.414634,2.386253,0.454590,0.931842,0.957836,0.965042
1662015316507839744.png,0.101845,0.402575,2.374147,0.452713,0.935281,0.960188,0.967467
1662015316552840704.png,0.108047,0.402449,2.380551,0.457653,0.931896,0.963092,0.969836
1662015316597841664.png,0.095477,0.412466,2.440068,0.495680,0.936083,0.961696,0.967399
1662015316648842752.png,0.095987,0.404444,2.443822,0.499186,0.937538,0.965251,0.969860
1662015316690843648.png,0.085704,0.408361,2.471284,0.503956,0.941035,0.963364,0.967794
1662015316729844480.png,0.092177,0.436775,2.545801,0.532098,0.937550,0.960556,0.965672
1662015316774845440.png,0.093387,0.462109,2.616931,0.548820,0.933918,0.958326,0.963135
1662015316822846464.png,0.109917,0.453197,2.612118,0.542617,0.930322,0.964526,0.969103
1662015316867847424.png,0.099523,0.445544,2.605871,0.541962,0.939413,0.963749,0.967884
1662015316909848320.png,0.104099,0.451879,2.636845,0.523497,0.927278,0.965274,0.969090
