frame,absrel,sqrel,rmse,rmse_log,delta1,delta2,delta3
1662122133876159232.png,0.773443,5.404458,8.118834,1.560863,0.000535,0.000665,0.011923
1662122133921160192.png,0.764643,5.273050,8.031366,1.516958,0.000218,0.000343,0.000598
1662122133966161152.png,0.753333,5.265849,8.066393,1.505174,0.000203,0.000685,0.024591
1662122134011162112.png,0.754808,5.258216,8.083041,1.505675,0.000105,0.000528,0.017990
1662122134059163136.png,0.785730,5.436468,8.221433,1.604153,0.000155,0.000260,0.004666
1662122134101164032.png,0.773787,5.340998,8.169459,1.565057,0.000072,0.000228,0.007828
1662122134143164928.png,0.779567,5.398263,8.176362,1.605328,0.000112,0.001600,0.015730
1662122134188165888.png,0.784101,5.496976,8.291810,1.622250,0.000327,0.000744,0.009740
1662122134233166848.png,0.782208,5.517613,8.300015,1.617289,0.000285,0.000724,0.014205
1662122134281167872.png,0.767918,5.645934,8.469769,1.592178,0.000964,0.015422,0.046623
1662122134326168832.png,0.779924,5.783650,8.582471,1.639447,0.000547,0.001594,0.034584
1662122134368169728.png,0.780790,5.784632,8.621876,1.643141,0.000012,0.001473,0.012159
1662122134410170624.png,0.771647,5.561588,8.469915,1.577450,0.000047,0.000382,0.019151
1662122134452171520.png,0.785754,5.830426,8.683882,1.650520,0.000112,0.001421,0.005544
1662122134500172544.png,0.766336,5.735217,8.665919,1.578572,0.001354,0.002992,0.009595
1662122134539173376.png,0.780756,6.033886,8.896609,1.645472,0.000483,0.002064,0.005105
1662122134584174336.png,0.769118,5.918758,8.810131,1.591277,0.000431,0.001490,0.004171
1662122134626175232.png,0.775361,6.077137,8.931182,1.621742,0.000199,0.001194,0.003999
1662122134668176128.png,0.780285,6.203837,9.019201,1.645757,0.000164,0.000840,0.002916
1662122134710177024.png,0.765101,6.167964,9.013758,1.590161,0.001172,0.004321,0.016817
1662122134755177984.png,0.773999,6.364290,9.150740,1.625037,0.000401,0.001905,0.020291
1662122134797178880.png,0.719363,5.836024,8.847263,1.421479,0.001537,0.017213,0.031178
1662122134839179776.png,0.796895,6.812070,9.447827,1.694999,0.000000,0.000198,0.002347
1662122134887180800.png,0.777241,6.631849,9.362977,1.619727,0.000025,0.002278,0.014820
1662122134932181760.png,0.771179,6.635840,9.392757,1.592373,0.001063,0.002082,0.008618
1662122134971182592.png,0.764472,6.649291,9.422714,1.564250,0.000472,0.001428,0.010774
1662122135013183488.png,0.785846,7.011845,9.660247,1.662971,0.000025,0.000211,0.008682
1662122135052184320.png,0.799183,7.244804,9.812923,1.720959,0.000050,0.000410,0.001182
1662122135094185216.png,0.786414,7.088200,9.722644,1.651816,0.000006,0.000385,0.001372
1662122135133186048.png,0.793564,7.272437,9.862239,1.691593,0.000000,0.000105,0.001861
1662122135175186944.png,0.801077,7.411324,9.952600,1.717854,0.000000,0.000043,0.000384
1662122135217187840.png,0.777230,7.122234,9.799590,1.625928,0.000000,0.000620,0.006197
1662122135262188800.png,0.789217,7.390233,9.982721,1.694828,0.000000,0.003034,0.006383
1662122135310189824.png,0.796962,7.535894,10.061378,1.709078,0.000000,0.001955,0.004126
1662122135355190784.png,0.805251,7.718730,10.179611,1.755699,0.000000,0.000241,0.003539
1662122135400191744.png,0.784245,7.375036,9.943323,1.668162,0.000006,0.002296,0.007006
1662122135442192640.png,0.817308,7.970896,10.320820,1.836772,0.000000,0.000012,0.002798
1662122135487193600.png,0.825458,8.117800,10.401114,1.883680,0.000000,0.000000,0.001403
1662122135526194432.png,0.810101,7.839599,10.215807,1.786414,0.000000,0.000000,0.001064
1662122135571195392.png,0.833515,8.270261,10.466303,1.897333,0.000000,0.000000,0.000324
1662122135613196288.png,0.814804,8.003057,10.317793,1.859469,0.000000,0.000000,0.000988
1662122135652197120.png,0.830920,8.300105,10.493314,1.936498,0.000000,0.000000,0.000714
1662122135697198080.png,0.835629,8.370740,10.527014,1.932062,0.000000,0.000000,0.000808
1662122135736198912.png,0.822835,8.151824,10.393446,1.845607,0.000000,0.000000,0.000440
1662122135781199872.png,0.828536,8.272021,10.470486,1.884849,0.000000,0.000990,0.001015
1662122135823200768.png,0.786863,7.601869,10.073184,1.675462,0.000000,0.000961,0.002562
1662122135868201728.png,0.828793,8.347692,10.540383,1.875018,0.000000,0.001269,0.001281
1662122135907202560.png,0.810425,8.034679,10.353388,1.776539,0.000006,0.000907,0.001275
1662122135952203520.png,0.849290,8.786228,10.816964,2.000570,0.000012,0.000623,0.000629
1662122135994204416.png,0.814693,8.191887,10.470891,1.836996,0.000000,0.001103,0.001109
1662122136039205376.png,0.812142,8.131765,10.423818,1.805164,0.000225,0.001168,0.002426
1662122136081206272.png,0.835317,8.565305,10.690541,1.909533,0.000303,0.000716,0.000716
1662122136123207168.png,0.843328,8.727262,10.789906,1.947170,0.000000,0.000212,0.000709
1662122136168208128.png,0.854148,8.938270,10.915069,2.015522,0.000000,0.000109,0.000538
1662122136207208960.png,0.847744,8.824712,10.845736,1.975858,0.000000,0.000874,0.001248
1662122136252209920.png,0.836916,8.596286,10.702676,1.897909,0.000000,0.001092,0.001749
1662122136297210880.png,0.870979,9.272005,11.099726,2.130000,0.000000,0.000000,0.000511
1662122136342211840.png,0.871043,9.260419,11.086906,2.114470,0.000000,0.000000,0.000714
1662122136381212672.png,0.851586,8.849622,10.833755,1.962757,0.000000,0.000917,0.001043
1662122136426213632.png,0.852596,8.890813,10.865953,1.980032,0.000000,0.001313,0.001433
1662122136471214592.png,0.852784,8.863321,10.832643,1.986708,0.000000,0.000897,0.000897
1662122136516215552.png,0.844114,8.683563,10.717182,1.933028,0.000000,0.000949,0.000949
1662122136561216512.png,0.857365,8.923623,10.845859,2.042485,0.000000,0.000382,0.000429
1662122136600217344.png,0.860403,8.993577,10.893825,2.052019,0.000000,0.000561,0.000805
1662122136642218240.png,0.846879,8.692636,10.694895,1.954150,0.000000,0.001727,0.001799
1662122136684219136.png,0.857606,8.910593,10.825214,2.031842,0.000000,0.000530,0.000548
1662122136726220032.png,0.833046,8.404143,10.502869,1.870023,0.000071,0.001245,0.001280
1662122136771220992.png,0.846914,8.648402,10.641541,1.943830,0.000137,0.001649,0.001684
1662122136813221888.png,0.835421,8.413591,10.491238,1.868272,0.000387,0.001392,0.001392
1662122136861222912.png,0.836437,8.440731,10.510446,1.878123,0.000494,0.001612,0.001618
1662122136903223808.png,0.833164,8.314800,10.390893,1.873042,0.001529,0.001529,0.001529
1662122136951224832.png,0.791787,7.500603,9.855241,1.658594,0.001672,0.001672,0.002975
1662122136993225728.png,0.799575,7.638714,9.944971,1.710097,0.002062,0.002062,0.002776
1662122137035226624.png,0.801633,7.664843,9.958163,1.727454,0.001758,0.001758,0.002239
1662122137083227648.png,0.784001,7.322496,9.722648,1.645704,0.001537,0.002137,0.005567
1662122137125228544.png,0.798083,7.571615,9.889062,1.702209,0.001958,0.002736,0.002765
1662122137167229440.png,0.767552,7.044443,9.542214,1.595052,0.000836,0.003313,0.007331
1662122137209230336.png,0.793219,7.466642,9.817995,1.681169,0.001066,0.002978,0.003227
1662122137254231296.png,0.830367,8.148643,10.260173,1.866624,0.001787,0.001834,0.001834
1662122137290232064.png,0.826909,8.104498,10.238540,1.869257,0.001381,0.001381,0.001381
1662122137335233024.png,0.824060,8.021952,10.181702,1.832928,0.000900,0.000912,0.000912
1662122137371233792.png,0.827819,8.092997,10.223506,1.893027,0.000633,0.000633,0.000633
1662122137416234752.png,0.816151,7.863705,10.077277,1.809405,0.000598,0.000610,0.000610
1662122137461235712.png,0.832752,8.159122,10.263505,1.904571,0.000337,0.000361,0.000361
1662122137503236608.png,0.841945,8.376143,10.417173,1.995098,0.000124,0.000266,0.000266
1662122137551237632.png,0.854986,8.620805,10.581343,2.039188,0.000188,0.000224,0.000235
1662122137596238592.png,0.857393,8.655557,10.608115,2.049862,0.000000,0.000035,0.000100
1662122137641239552.png,0.862615,8.762598,10.682797,2.075301,0.000000,0.000018,0.000018
1662122137683240448.png,0.857389,8.702592,10.663900,2.043337,0.000000,0.000012,0.000012
1662122137728241408.png,0.851250,8.586109,10.592903,2.021595,0.000000,0.000129,0.000129
1662122137770242304.png,0.862196,8.780865,10.708236,2.081369,0.000000,0.000000,0.000000
1662122137815243264.png,0.873052,8.993175,10.837777,2.163970,0.000000,0.000006,0.000006
1662122137857244160.png,0.877331,9.074496,10.885229,2.219141,0.000000,0.000000,0.000000
1662122137902245120.png,0.866867,8.867973,10.762372,2.132111,0.000000,0.000047,0.000064
1662122137950246144.png,0.893919,9.425774,11.101791,2.338674,0.000000,0.000000,0.000000
1662122137998247168.png,0.895197,9.451946,11.117377,2.348186,0.000000,0.000000,0.000000
1662122138037248000.png,0.887264,9.298422,11.029000,2.281165,0.000000,0.000000,0.000070
1662122138082248960.png,0.888610,9.320993,11.040075,2.292221,0.000000,0.000000,0.000064
1662122138127249920.png,0.874910,9.061535,10.886634,2.201515,0.000000,0.000023,0.000023
1662122138169250816.png,0.890618,9.360976,11.058532,2.323991,0.000000,0.000041,0.000041
1662122138214251776.png,0.891401,9.365360,11.054454,2.335765,0.000000,0.000146,0.000146
1662122138265252864.png,0.880931,9.136114,10.907092,2.288126,0.000000,0.000000,0.000000
1662122138307253760.png,0.875772,9.025846,10.833942,2.245294,0.000000,0.000082,0.000082
1662122138349254656.png,0.884263,9.188402,10.932245,2.268287,0.000000,0.000082,0.000082
1662122138391255552.png,0.849640,8.450430,10.453649,2.077205,0.000118,0.000118,0.000194
1662122138433256448.png,0.849044,8.432027,10.440413,2.056252,0.000006,0.000006,0.000024
1662122138478257408.png,0.848090,8.444652,10.454414,2.061725,0.000000,0.000012,0.000035
1662122138520258304.png,0.884014,9.150727,10.889380,2.283816,0.000000,0.000000,0.000012
1662122138565259264.png,0.875995,8.954435,10.758786,2.185838,0.000000,0.000000,0.000035
1662122138610260224.png,0.884910,9.142731,10.878867,2.253953,0.000000,0.000000,0.000000
1662122138652261120.png,0.869783,8.849225,10.696817,2.164882,0.000000,0.000024,0.000024
1662122138688261888.png,0.884802,9.131317,10.861656,2.280735,0.000000,0.000000,0.000000
1662122138730262784.png,0.878682,8.989249,10.770375,2.219864,0.000000,0.000000,0.000000
1662122138772263680.png,0.876563,8.925068,10.721794,2.191107,0.000000,0.000000,0.000000
1662122138817264640.png,0.874544,8.885506,10.688625,2.222113,0.000000,0.000000,0.000000
1662122138862265600.png,0.869364,8.749579,10.596091,2.165457,0.000000,0.000000,0.000000
1662122138901266432.png,0.890037,9.162129,10.844591,2.315342,0.000000,0.000000,0.000006
1662122138940267264.png,0.881907,8.965569,10.714422,2.252129,0.000000,0.000000,0.000012
1662122138991268352.png,0.876822,8.851613,10.637515,2.222909,0.000000,0.000000,0.000000
1662122139030269184.png,0.875771,8.847777,10.637585,2.210495,0.000000,0.000078,0.000163
1662122139072270080.png,0.870323,8.730443,10.563623,2.189285,0.000000,0.000000,0.000000
1662122139117271040.png,0.852224,8.325813,10.283994,2.103741,0.000000,0.000000,0.000066
1662122139159271936.png,0.867814,8.615144,10.457631,2.184308,0.000000,0.000127,0.000127
1662122139201272832.png,0.863912,8.560643,10.428205,2.148667,0.000000,0.000273,0.000273
1662122139240273664.png,0.853008,8.329031,10.278317,2.034889,0.000340,0.000984,0.000984
1662122139282274560.png,0.865560,8.543952,10.399037,2.132905,0.000055,0.000140,0.000146
1662122139327275520.png,0.856720,8.370893,10.289780,2.090852,0.000000,0.000225,0.000225
1662122139369276416.png,0.856473,8.375511,10.296974,2.069146,0.000000,0.000641,0.000690
1662122139411277312.png,0.860915,8.427456,10.319316,2.069630,0.000000,0.000519,0.000556
1662122139450278144.png,0.860184,8.418583,10.313612,2.081588,0.000000,0.000428,0.000434
1662122139492279040.png,0.861685,8.434791,10.321420,2.079620,0.000000,0.000208,0.000349
1662122139534279936.png,0.866000,8.517494,10.376171,2.108351,0.000000,0.000171,0.000275
1662122139579280896.png,0.860449,8.384007,10.289981,2.078542,0.000000,0.000189,0.000684
1662122139621281792.png,0.872263,8.604497,10.427731,2.144875,0.000000,0.000110,0.000183
1662122139660282624.png,0.863630,8.459923,10.345377,2.097405,0.000000,0.000055,0.000092
1662122139702283520.png,0.864480,8.454399,10.332991,2.084046,0.000000,0.000080,0.000459
1662122139747284480.png,0.859751,8.357896,10.271167,2.044102,0.000000,0.000073,0.000741
1662122139792285440.png,0.866956,8.477773,10.334488,2.109192,0.000000,0.000049,0.001377
1662122139837286400.png,0.860788,8.358212,10.258202,2.063644,0.000031,0.000459,0.001763
1662122139879287296.png,0.850520,8.179334,10.153605,1.994122,0.000012,0.000416,0.001941
1662122139921288192.png,0.847389,8.141464,10.140149,1.994727,0.000428,0.000508,0.000569
1662122139963289088.png,0.857107,8.318780,10.259272,2.050082,0.000263,0.000330,0.000330
1662122140002289920.png,0.846712,8.146129,10.165842,1.985301,0.000073,0.000073,0.000104
1662122140044290816.png,0.846313,8.130504,10.161366,1.974609,0.000170,0.000207,0.000207
1662122140089291776.png,0.834127,7.954858,10.080572,1.897331,0.000073,0.000073,0.000297
1662122140128292608.png,0.823624,7.794563,9.993147,1.855722,0.000320,0.000320,0.000943
1662122140170293504.png,0.845018,8.182523,10.244274,1.978366,0.000433,0.000445,0.000517
1662122140209294336.png,0.846656,8.226167,10.277722,1.996878,0.000090,0.000090,0.000168
1662122140251295232.png,0.843857,8.172315,10.245069,1.981058,0.000316,0.000316,0.000454
1662122140296296192.png,0.832377,7.963903,10.116710,1.912038,0.000113,0.000113,0.000638
1662122140338297088.png,0.848465,8.276591,10.323675,1.996417,0.000280,0.000304,0.000304
1662122140383298048.png,0.829721,7.921041,10.101495,1.864680,0.000142,0.000303,0.000772
1662122140428299008.png,0.840559,8.120470,10.225381,1.929183,0.000941,0.000941,0.000958
1662122140470299904.png,0.814690,7.633763,9.910740,1.779066,0.001169,0.001210,0.002184
1662122140512300800.png,0.830762,7.917431,10.094701,1.869998,0.000637,0.000654,0.001274
1662122140560301824.png,0.820927,7.729598,9.966237,1.821456,0.000635,0.000724,0.001671
1662122140611302912.png,0.834833,8.001565,10.146693,1.912241,0.000804,0.000828,0.001280
1662122140659303936.png,0.815708,7.646114,9.917372,1.796636,0.000329,0.000458,0.001478
1662122140704304896.png,0.831541,7.915673,10.081107,1.896977,0.000129,0.000181,0.000901
1662122140746305792.png,0.833052,7.944031,10.099993,1.898271,0.000064,0.000129,0.000550
1662122140791306752.png,0.815287,7.616014,9.883653,1.804951,0.000187,0.000397,0.001507
1662122140833307648.png,0.824905,7.758488,9.973708,1.834290,0.000210,0.000316,0.000701
1662122140872308480.png,0.819282,7.682274,9.927580,1.820108,0.000170,0.000357,0.001245
1662122140914309376.png,0.819094,7.659774,9.907496,1.814180,0.000211,0.000363,0.001292
1662122140959310336.png,0.813701,7.549848,9.833037,1.780816,0.000193,0.000322,0.001018
1662122141004311296.png,0.812819,7.481975,9.775966,1.765952,0.000316,0.000604,0.001477
1662122141049312256.png,0.814234,7.466934,9.752621,1.766326,0.000223,0.000370,0.001531
1662122141094313216.png,0.817040,7.491177,9.760751,1.779277,0.000200,0.000358,0.001256
1662122141136314112.png,0.831663,7.738643,9.917899,1.876326,0.000082,0.000182,0.000464
1662122141178315008.png,0.824721,7.562358,9.788843,1.831073,0.000194,0.000353,0.001105
1662122141223315968.png,0.831182,7.674602,9.864260,1.865552,0.000082,0.000259,0.000853
1662122141268316928.png,0.802776,7.214783,9.576133,1.722878,0.000124,0.000330,0.001277
1662122141313317888.png,0.823692,7.517869,9.761094,1.829443,0.000065,0.000235,0.000901
1662122141352318720.png,0.821560,7.506407,9.763248,1.830480,0.000118,0.000253,0.000889
1662122141394319616.png,0.798039,7.122649,9.521458,1.724839,0.000077,0.000701,0.002686
1662122141436320512.png,0.805215,7.199954,9.564352,1.742818,0.000141,0.000354,0.001685
1662122141478321408.png,0.799954,7.086118,9.484071,1.716373,0.000112,0.000542,0.001185
1662122141523322368.png,0.807472,7.201645,9.565511,1.749356,0.000171,0.000548,0.001603
1662122141565323264.png,0.808815,7.231625,9.591662,1.755491,0.000195,0.000460,0.001373
1662122141610324224.png,0.809023,7.205192,9.574846,1.768703,0.000289,0.000689,0.001968
1662122141658325248.png,0.819061,7.342248,9.664502,1.814154,0.000371,0.001060,0.002127
1662122141706326272.png,0.820846,7.348514,9.672289,1.821564,0.000177,0.000666,0.002020
1662122141742327040.png,0.799503,7.043401,9.495155,1.717088,0.000489,0.001514,0.003305
1662122141790328064.png,0.786999,6.820708,9.346754,1.653390,0.000506,0.001519,0.003815
1662122141832328960.png,0.795481,6.944295,9.435280,1.701064,0.000218,0.000989,0.001919
1662122141871329792.png,0.792211,6.888577,9.405870,1.686448,0.000336,0.001460,0.003503
1662122141916330752.png,0.790311,6.842141,9.378687,1.670111,0.000353,0.001165,0.002389
1662122141961331712.png,0.799590,6.983381,9.482764,1.715942,0.000276,0.001152,0.002904
1662122142006332672.png,0.801185,6.979196,9.479504,1.715312,0.000223,0.001070,0.002515
1662122142045333504.png,0.792913,6.884241,9.434108,1.690041,0.000241,0.000963,0.002390
1662122142087334400.png,0.791313,6.793116,9.363837,1.667605,0.000499,0.001209,0.003457
1662122142129335296.png,0.789391,6.761259,9.354537,1.658993,0.000510,0.001488,0.003820
1662122142174336256.png,0.797282,6.885594,9.446929,1.708300,0.000562,0.001558,0.003104
1662122142216337152.png,0.786638,6.718853,9.341801,1.656002,0.000790,0.001837,0.003897
1662122142261338112.png,0.791155,6.747980,9.354089,1.669696,0.000807,0.002018,0.003849
1662122142303339008.png,0.780454,6.646956,9.316426,1.637352,0.000718,0.002637,0.007387
1662122142351340032.png,0.779317,6.578860,9.265203,1.633551,0.000985,0.002833,0.007256
1662122142393340928.png,0.778187,6.537910,9.237085,1.619162,0.001048,0.004188,0.007781
1662122142435341824.png,0.772771,6.475532,9.204913,1.601821,0.004065,0.006147,0.011591
1662122142480342784.png,0.777227,6.518562,9.237206,1.616333,0.003324,0.006125,0.013762
1662122142522343680.png,0.779883,6.497700,9.218798,1.622094,0.001411,0.003199,0.010457
1662122142561344512.png,0.790151,6.609192,9.295478,1.664963,0.001050,0.002419,0.004624
1662122142603345408.png,0.784740,6.512939,9.228351,1.645400,0.001827,0.004310,0.008017
1662122142648346368.png,0.780289,6.429318,9.174304,1.622271,0.002028,0.003964,0.011173
1662122142693347328.png,0.788643,6.546869,9.257037,1.671758,0.002316,0.004550,0.008250
1662122142735348224.png,0.781736,6.453459,9.202348,1.648237,0.002407,0.004825,0.013283
1662122142783349248.png,0.780199,6.389524,9.154121,1.634279,0.002427,0.004225,0.012662
1662122142825350144.png,0.776569,6.304594,9.087996,1.619337,0.002432,0.005107,0.012617
1662122142867351040.png,0.767000,6.116807,8.946326,1.570170,0.002603,0.005518,0.011174
1662122142915352064.png,0.773786,6.241861,9.045299,1.606776,0.002434,0.004567,0.012116
1662122142960353024.png,0.776457,6.315273,9.110077,1.636701,0.002328,0.004034,0.012760
1662122143002353920.png,0.774094,6.206007,9.016360,1.612413,0.002638,0.004280,0.008876
1662122143041354752.png,0.766731,6.002349,8.849313,1.570026,0.002274,0.004405,0.015545
1662122143086355712.png,0.765537,6.013958,8.872551,1.572227,0.002682,0.004829,0.017658
1662122143131356672.png,0.760624,5.964952,8.844206,1.557609,0.002469,0.005485,0.020010
1662122143173357568.png,0.754166,5.867842,8.775664,1.535279,0.003076,0.015760,0.019222
1662122143215358464.png,0.762989,5.986646,8.867053,1.570271,0.001832,0.008999,0.018751
1662122143260359424.png,0.738309,5.603762,8.581818,1.468521,0.003388,0.016306,0.020950
1662122143299360256.png,0.741848,5.607992,8.573877,1.477818,0.003082,0.014819,0.023290
1662122143341361152.png,0.742479,5.599027,8.561643,1.477449,0.003291,0.015961,0.022205
1662122143383362048.png,0.763699,5.798022,8.687603,1.557908,0.002326,0.008325,0.019950
1662122143425362944.png,0.750384,5.674487,8.613649,1.513665,0.003505,0.015304,0.020258
1662122143467363840.png,0.747136,5.645924,8.597015,1.506046,0.004437,0.017404,0.020347
1662122143512364800.png,0.748467,5.664770,8.618435,1.521808,0.005694,0.018526,0.022257
1662122143563365888.png,0.744649,5.598068,8.565050,1.502671,0.007702,0.019899,0.024365
1662122143605366784.png,0.730762,5.432006,8.440194,1.452372,0.005534,0.020152,0.027972
1662122143644367616.png,0.726232,5.325600,8.358191,1.434037,0.007555,0.023020,0.030878
1662122143683368448.png,0.730088,5.327208,8.337671,1.447222,0.004676,0.021896,0.033327
1662122143725369344.png,0.732942,5.354417,8.360498,1.466932,0.004422,0.019291,0.032232
1662122143767370240.png,0.721164,5.221831,8.264389,1.428620,0.006117,0.026533,0.033757
1662122143812371200.png,0.713317,5.178599,8.235122,1.426349,0.005094,0.017546,0.046591
1662122143854372096.png,0.718941,5.211751,8.259611,1.433240,0.006958,0.024381,0.039193
1662122143893372928.png,0.716113,5.190559,8.244306,1.435403,0.009454,0.029843,0.042123
1662122143935373824.png,0.733513,5.338762,8.340624,1.488123,0.010449,0.025221,0.040291
1662122143980374784.png,0.735082,5.355500,8.363523,1.496985,0.004466,0.017962,0.044350
1662122144022375680.png,0.705600,4.947018,8.053967,1.385629,0.011836,0.031566,0.048932
1662122144064376576.png,0.727655,5.207707,8.257849,1.486327,0.003984,0.021992,0.044211
1662122144112377600.png,0.730619,5.150177,8.205285,1.482405,0.002866,0.017170,0.038030
1662122144154378496.png,0.724779,5.042566,8.118225,1.449162,0.003929,0.025060,0.051797
1662122144199379456.png,0.732868,5.157567,8.216402,1.490017,0.003874,0.027901,0.052008
1662122144247380480.png,0.742058,5.204082,8.244020,1.530945,0.003345,0.010640,0.039124
1662122144289381376.png,0.741962,5.173158,8.221566,1.533629,0.004291,0.016181,0.043358
1662122144331382272.png,0.724178,4.977091,8.078373,1.469326,0.006078,0.032158,0.059967
1662122144373383168.png,0.722230,4.960360,8.067714,1.463495,0.006894,0.030007,0.057132
1662122144418384128.png,0.740612,5.176908,8.235967,1.549282,0.006615,0.019630,0.064083
1662122144454384896.png,0.736345,5.124615,8.199267,1.538963,0.008418,0.022720,0.063817
1662122144499385856.png,0.727360,5.064209,8.170087,1.520083,0.009469,0.037403,0.077034
1662122144541386752.png,0.749407,5.241139,8.282632,1.607368,0.011694,0.028914,0.074524
1662122144583387648.png,0.736896,5.147009,8.222567,1.574034,0.013373,0.043501,0.096960
1662122144628388608.png,0.737141,5.143464,8.218760,1.574792,0.013663,0.043984,0.099216
1662122144664389376.png,0.728842,4.961744,8.082550,1.533901,0.005438,0.042639,0.092715
1662122144709390336.png,0.725161,4.883255,8.015083,1.520120,0.004661,0.036638,0.086816
1662122144754391296.png,0.726985,4.847987,7.966913,1.526949,0.005035,0.037815,0.086587
1662122144793392128.png,0.715224,4.735861,7.900915,1.486588,0.003044,0.028316,0.097170
1662122144838393088.png,0.711428,4.594410,7.762727,1.454207,0.004175,0.032873,0.095385
1662122144883394048.png,0.717438,4.702114,7.854836,1.499548,0.004221,0.042396,0.113453
1662122144925394944.png,0.707304,4.535852,7.705545,1.447800,0.005366,0.054478,0.118981
1662122144973395968.png,0.705255,4.523981,7.686681,1.450314,0.007268,0.065408,0.137149
1662122145021396992.png,0.719807,4.643390,7.780104,1.507966,0.007956,0.050422,0.126663
1662122145063397888.png,0.716168,4.677512,7.808840,1.522862,0.006830,0.070194,0.149533
1662122145105398784.png,0.710899,4.597598,7.735809,1.497812,0.010697,0.071906,0.155540
1662122145144399616.png,0.721301,4.681537,7.787809,1.536964,0.007194,0.059729,0.146695
1662122145189400576.png,0.729706,4.750374,7.821653,1.585176,0.007372,0.061174,0.152168
1662122145231401472.png,0.718541,4.673262,7.760512,1.554082,0.009056,0.084247,0.170559
1662122145270402304.png,0.708984,4.595170,7.702950,1.521027,0.008136,0.086216,0.174117
1662122145315403264.png,0.710924,4.605778,7.696946,1.535763,0.014897,0.091709,0.175998
1662122145360404224.png,0.720360,4.665839,7.732242,1.574508,0.010476,0.079793,0.175776
1662122145408405248.png,0.703699,4.530936,7.626148,1.514179,0.013524,0.102013,0.186115
1662122145459406336.png,0.686958,4.416394,7.521693,1.465291,0.033438,0.133468,0.191740
1662122145504407296.png,0.708774,4.564133,7.641542,1.528132,0.011315,0.084706,0.184007
1662122145546408192.png,0.703604,4.533184,7.612550,1.519894,0.024721,0.107165,0.193306
1662122145588409088.png,0.710310,4.531048,7.607399,1.523050,0.011960,0.075447,0.183153
1662122145633410048.png,0.694094,4.451905,7.537061,1.483635,0.024402,0.129958,0.194390
1662122145678411008.png,0.722740,4.613497,7.658422,1.564572,0.006973,0.055354,0.172945
1662122145720411904.png,0.707881,4.570874,7.640337,1.536604,0.015492,0.100868,0.189439
1662122145765412864.png,0.707887,4.556222,7.627203,1.531476,0.015025,0.098428,0.188927
1662122145813413888.png,0.683903,4.433339,7.551549,1.473069,0.030543,0.149452,0.195632
1662122145855414784.png,0.671300,4.381038,7.511079,1.452467,0.075076,0.168847,0.196926
1662122145903415808.png,0.688394,4.413914,7.528784,1.470990,0.022679,0.143147,0.189235
1662122145948416768.png,0.660287,4.318021,7.480381,1.420281,0.075476,0.175124,0.197297
1662122145987417600.png,0.668727,4.340731,7.485238,1.432723,0.056337,0.169016,0.195219
1662122146032418560.png,0.648917,4.222501,7.403893,1.381253,0.115997,0.186194,0.197498
1662122146074419456.png,0.662077,4.333593,7.488609,1.426865,0.099869,0.189347,0.195095
1662122146122420480.png,0.680745,4.440959,7.564982,1.490933,0.061950,0.176402,0.194891
1662122146167421440.png,0.651879,4.147213,7.332422,1.371198,0.110986,0.195111,0.202955
1662122146212422400.png,0.648353,4.224845,7.401947,1.416110,0.142178,0.200653,0.205683
1662122146257423360.png,0.632564,4.191761,7.408914,1.385318,0.173511,0.201728,0.210685
1662122146302424320.png,0.630396,4.212557,7.437827,1.400114,0.183672,0.211454,0.217312
1662122146344425216.png,0.617864,4.103973,7.350358,1.361353,0.202845,0.216731,0.228453
1662122146389426176.png,0.622495,4.059571,7.313279,1.348628,0.192944,0.221886,0.231748
1662122146434427136.png,0.645502,4.093217,7.330652,1.371838,0.119468,0.232244,0.236163
1662122146476428032.png,0.690337,4.330989,7.570444,1.421423,0.050283,0.164756,0.226452
1662122146521428992.png,0.721540,4.591560,7.816020,1.459432,0.024918,0.127900,0.208051
1662122146563429888.png,0.727440,4.874937,8.013562,1.506246,0.049911,0.127049,0.166592
1662122146605430784.png,0.790153,5.127172,8.167482,1.545017,0.003016,0.048311,0.102783
1662122146647431680.png,0.823960,5.436105,8.359993,1.584693,0.001980,0.004288,0.025471
1662122146689432576.png,0.835691,5.384140,8.289072,1.549574,0.002121,0.005166,0.008357
1662122146734433536.png,0.792391,5.507390,8.337111,1.550783,0.001323,0.003642,0.013555
1662122146779434496.png,0.785878,5.695229,8.475993,1.592167,0.001797,0.004810,0.020493
1662122146821435392.png,0.773326,5.810544,8.601891,1.602507,0.001364,0.004520,0.024352
1662122146863436288.png,0.772707,5.716899,8.520108,1.588524,0.002203,0.005079,0.022015
1662122146908437248.png,0.766634,5.699702,8.514626,1.584559,0.002095,0.006521,0.030596
1662122146950438144.png,0.753857,5.591195,8.437590,1.517736,0.002396,0.014250,0.035911
1662122146992439040.png,0.756940,5.706726,8.540742,1.541119,0.004245,0.019436,0.037920
1662122147034439936.png,0.761690,5.884855,8.680798,1.579723,0.013477,0.029832,0.041888
1662122147070440704.png,0.764268,5.874727,8.655185,1.580011,0.007383,0.027097,0.038300
1662122147112441600.png,0.731418,5.535121,8.423032,1.458967,0.022854,0.033703,0.040541
1662122147163442688.png,0.746320,5.735118,8.558608,1.510994,0.025140,0.033664,0.037555
1662122147205443584.png,0.744841,5.755439,8.585599,1.510675,0.027397,0.032428,0.036184
1662122147244444416.png,0.736647,5.600845,8.467341,1.470419,0.023977,0.032103,0.037299
